"country","date","year","type","actor1","actor2","region","location","lat","lng","source","source_scale","notes","incident_fatalities","region_fatalities","freq"
"Somalia","2018-04-28",2018,"Battle-No change of territory","Biyamal Clan Militia (Somalia)","Abgal-Abdalla Arone Sub-Clan Militia (Somalia)","Eastern Africa","Muuri",2.0344,45.0244,"Local Source Project","Other","28 April. Militia hailing from Biimaal and Abgaal/Abdulle-Arooni sub clans clashed at Muuri village (c. 16 km south west of Afgooye). There was an exchange of gunfire which lasted for more than three hours. At least three fighters were injured and a civilian female bystander was killed.",1,5588,3054
"Somalia","2018-01-06",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Unidentified Armed Group (Somalia)","Eastern Africa","Afgooye",2.15,45.116,"Local Source Project","Other-local","06/01/18, Afgooye: A SNA soldier was shot and killed. Perpetrators not known.",1,5588,3054
"Somalia","2018-03-14",2018,"Remote violence","Military Forces of Kenya (2013-)","Al Shabaab","Eastern Africa","Ceel Waaq",2.7352,41.0177,"Universal TV","Subnational","14 March. Al Shabaab claims an explosive targeting Kenyan forces in Ceel Waaq killed two. Kenya military command conducted an air strike in the area either before or after the incident.",2,5588,3054
"Somalia","2018-07-09",2018,"Violence against civilians","Al Shabaab","Civilians (Somalia)","Eastern Africa","Bakaara Market",2.0494,45.3199,"Shabelle Media Network (Mogadishu)","Subnational","09 July. Suspected Al-Shabaab assassins have shot and killed a former electoral delegate in Bakaara Market.",1,5588,3054
"Somalia","2018-07-17",2018,"Violence against civilians","Unidentified Armed Group (Somalia)","Civilians (Somalia)","Eastern Africa","Maydh",11,47.1167,"Local Source Project","Other","17 July. Unknown armed men shot and killed a civilian man at Cirshiida village in Maydh district (c. 90 km north of Cerigabo). The victim was a resident of Cirshiida village.",1,5588,3054
"Somalia","2018-05-02",2018,"Battle-No change of territory","Police Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Karaan",2.0652,45.39,"Local Source Project","Other","02 May. A police officer was shot and killed by al Shabaab at Kaaran Police Station.",1,5588,3054
"Somalia","2018-07-02",2018,"Violence against civilians","Military Forces of Somalia (2017-)","Civilians (Somalia)","Eastern Africa","Hodan",2.0333,45.35,"Local Source Project","Other","02 July. Reports stated that a government soldier shot and killed a Tuktuk driver at the Seybiano village neighbourhood in Hodan District. The perpetrators managed to escape from the scene. The motive of this shooting is unknown. The family of victim are reportedly seeking justice for their family member from Government.",1,5588,3054
"Somalia","2018-03-17",2018,"Violence against civilians","Military Forces of Somalia (2017-)","Civilians (Somalia)","Eastern Africa","Jowhar",2.7809,45.4968,"Local Source Project","Other","17 March. A soldier shot and killed a civilian man and injured three others after he opened fire in Jowhar town. The soldier attempted to extort money from a rickshaw driver.",1,5588,3054
"Somalia","2018-03-26",2018,"Remote violence","Al Shabaab","Civilians (Somalia)","Eastern Africa","Daynile",2.0581,45.3003,"Shabelle Media Network (Mogadishu); Somali Memo","Subnational","26 March. Two land mine explosions occur in Mogadishu. The first occurred in Daynile, killing two. The second occurred along Industrial road (district not reported), causing injuries. Al Shabaab claimed five dead.",2,5588,3054
"Somalia","2018-06-28",2018,"Violence against civilians","Al Shabaab","Civilians (Somalia)","Eastern Africa","Hawl Wadaag",2.048,45.32,"Twitter Source; Local Source Project","Other","28 June. A female journalist is assassinated by suspected al Shabaab gunmen near Dabka Junction, Hawl Wadaag.",1,5588,3054
"Somalia","2018-06-26",2018,"Violence against civilians","Unidentified Armed Group (Somalia)","Civilians (Somalia)","Eastern Africa","Xamar Jaabjab",2.0276,45.33,"Local Source Project","Other","26 June. Reports indicate that an unidentified gunman armed with a pistol reportedly shot and killed a well-known Clan elder namely Abdi Ulusow while exiting the local Mosque at the conclusion of evening prayer in Suuqa- Yaraha vicinity, in Hamarjajab District. Reliable sources stated that the victim was an electoral delegate who participated in the local elections in Hirshabelle state. The Perpetrators managed to escape. No comment from District Officials regarding the incident.",1,5588,3054
"Somalia","2018-06-12",2018,"Remote violence","Al Shabaab","Civilians (Somalia)","Eastern Africa","Golweyn",1.6584,44.58,"Local Source Project","Other","12 June. Al Shabaab militants ambushed a public minibus carrying Mira-Kat from Mogadishu to Bulla-Mareer at the Golweyne village in the vicinity of Merka District. The report stated that the Minibus was hit by an RPG round. Four passengers on board of the minibus vehicle were killed while unspecified number of pedestrians were injured and taken to Golweyne Hospital for medical treatment.",4,5588,3054
"Somalia","2018-07-13",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Military Forces of Somalia (2017-)","Eastern Africa","Kahda",2.0462,45.3341,"Somali Dhacdo","Subnational","13 July. At least one civilian has been killed and five others are wounded in a clash among soldiers organized along clan lines. The clash was motivated by land.",1,5588,3054
"Somalia","2018-07-18",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Xamar Jaabjab",2.0276,45.33,"Local Source Project","Other","18 July. Two suspected al Shabaab elements shot and killed a soldier from the stabilization forces who control traffic at Bar Heydhaafin area in Hamarjajab district. The perpetrators managed to escape. The district police attended to the scene of the incidents but there were no reports of arrests.",1,5588,3054
"Somalia","2018-07-27",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Waajid",3.8096,43.2463,"Xinhua","International","27 July. Somali soldiers killed six al-Shabab militants and injured several others during an operation near Wajid, at Lafale location.",6,5588,3054
"Somalia","2018-07-16",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Kahda",2.0462,45.3341,"Somali Dhacdo","Subnational","16 July. Al Shabaab attacks and killed a soldier in Jamhuriya neighbourhood of Karaan district.",1,5588,3054
"Somalia","2018-07-01",2018,"Battle-No change of territory","Military Forces of Jubaland (2013-)","Military Forces of Jubaland (2013-)","Eastern Africa","Kismayo",-0.3603,42.5463,"Local Source Project","Other","01 July. A Jubaland soldier shot and killed his fellow soldier over land disputes at new Kismayo area in Farjano vicinity of Kismayo town.",1,5588,3054
"Somalia","2018-07-26",2018,"Violence against civilians","Unidentified Armed Group (Somalia)","Civilians (Somalia)","Eastern Africa","Hawl Wadaag",2.048,45.32,"Twitter Source","Other","26 July. A man identified as a Spouse to a Somalia MP has been assassinated in Hawlwadag district of Mogadishu. Perpetrators and their motive not known.",1,5588,3054
"Somalia","2018-02-26",2018,"Battle-No change of territory","AMISOM: African Union Mission in Somalia (2007-) (Kenya)","Al Shabaab","Eastern Africa","Dhobley",0.4063,41.0124,"Local Source Project","Other","KDF conducts route clearance operation between Dhobley and Afmadow, claims four militants killed.",4,5588,3054
"Somalia","2018-04-26",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Hawl Wadaag",2.048,45.32,"Local Source Project","Other","26 April. Al Shabaab fighters attack a SNAF checkpoint in Hawl Wadaag. Female civilian bystander killed, assailants escaped.",1,5588,3054
"Somalia","2018-07-03",2018,"Violence against civilians","Al Shabaab","Civilians (Somalia)","Eastern Africa","Dharkenley",2.0095,45.25,"Shabelle Media Network","Subnational","03 July. Al Shabaab kills a civilian in Dharkenley during the evening hours.",1,5588,3054
"Somalia","2018-03-14",2018,"Remote violence","Military Forces of Puntland (1998-)","Unidentified Armed Group (Somalia)","Eastern Africa","Bossaso",11.2837,49.1806,"Local Source Project","Other","14 March. Two Puntland forces are killed attempting to disarm a IED they had discovered. Perpetrators not known.",2,5588,3054
"Somalia","2018-07-03",2018,"Violence against civilians","Unidentified Armed Group (Somalia)","Civilians (Somalia)","Eastern Africa","Hawl Wadaag",2.048,45.32,"Local Source Project","Other","03 July. Unidentified gunmen armed with pistols reportedly shot and killed a businessman who was leaving the local mosque after afternoon prayers in Howlwadag District. The perpetrators managed to escape. District police attended the scene, but no arrests were reported.",1,5588,3054
"Somalia","2018-03-04",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Buufow Bacaad",1.7493,44.7437,"Local Source Project; Calamada","Other-subnational","04 March. SNA forces and al Shabaab fighters clashed at Bufow village, near Marka. There was an exchange of gunfire before al Shabaab withdrew. Calamada (al Shabaab media) claims two dead.",2,5588,3054
"Somalia","2018-07-21",2018,"Violence against civilians","Al Shabaab","Civilians (Somalia)","Eastern Africa","Bakaara Market",2.0494,45.3199,"Local Source Project","Other","21 July. Unknown armed attackers, suspected to be al Shabaab elements, shot and killed an unknown man at the Bakara Market in Hodan district. The victim was reported to be in his shop when he was attacked by two armed assailants. Government soldiers conducted a security search operation but there were no reports of arrests. The perpetrators managed to escape.",1,5588,3054
"Somalia","2018-03-01",2018,"Riots/Protests","Rioters (Somalia)","Police Forces of Puntland (1998-)","Eastern Africa","Garowe",8.4064,48.4819,"Local Source Project","Other","01 March. An unidentified armed man shot and killed a boy in Bulsho area. The incident took place after youth groups clashed in the area.",1,5588,3054
"Somalia","2018-03-10",2018,"Remote violence","Military Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Daynile",2.0581,45.3003,"Local Source Project","Other","10 March. A road-side IED strikes a military vehicle in Daynile. Two soldiers dead.",2,5588,3054
"Somalia","2018-07-22",2018,"Violence against civilians","Unidentified Clan Militia (Somalia)","Civilians (Somalia)","Eastern Africa","Bur-Dheere",2.814,46.1351,"Local Source Project","Other","22 July. Armed clan- based militias (not identified) using AK47s shot and killed a civilian man in his home at Buurdheere village (c. 15 north of Cadale) in Cadale District. The motive of the killing was reported to be clan feuds over disputed land. The perpetrators managed to escape.",1,5588,3054
"Somalia","2018-01-08",2018,"Battle-Non-state actor overtakes territory","Wanla Weyne Communal Militia (Somalia)","Al Shabaab","Eastern Africa","Wanla Weyne",2.6195,44.8936,"Local Source Project","Other-local","Al Shabaab fighters attacked local clan militias based at Leego town neighbourhood in Walaweyne district (c. 105 km north west of Mogadishu). There was an exchange of gunfire which lasted for two hours after which al Shabaab briefly took control of part of the town. The armed clash came after al Shabaab militants instructed the local people to pay taxation for their animals which prompted the local militias to revolt. Three local militiamen and three al Shabaab fighters were killed.",6,5588,3054
"Somalia","2018-03-05",2018,"Battle-No change of territory","Galmudug Administration Militia","Godinlabe Communal Militia (Somalia)","Eastern Africa","Godinlabe",5.8772,46.6321,"Local Source Project","Other","05 March. C. 0500 hrs. Galmudug forces conducted a security operation to remove an illegal checkpoint at Godinlabe village. During the operation one armed militia was killed.",1,5588,3054
"Somalia","2018-05-14",2018,"Violence against civilians","Unidentified Armed Group (Somalia)","Civilians (Somalia)","Eastern Africa","Hodan",2.0333,45.35,"Local Source Project","Other","14 May. A rickshaw driver was shot and killed by unknown armed men at Zobe junction road in Hodan district. SNPF soldiers arrived at the scene and conducted a security search operation but there were no reports of arrests. The motive of the incident was not clear and the perpetrators managed to escape.",1,5588,3054
"Somalia","2018-07-26",2018,"Violence against civilians","Military Forces of Somalia (2017-)","Civilians (Somalia)","Eastern Africa","Waaberi",2.0195,45.31,"Twitter Source","Other","26 July. A driver was gunned down in Mogadishu's Wabere district by Somali soldier, over dispute unknown reason, the criminal escaped the scene.",1,5588,3054
"Somalia","2018-03-28",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Heliwa",2.0844,45.39,"Local Source Project","Other","28 March. Al Shabaab attacked government troops position at the Livestock Market, Heliwa District. The two groups engaged in a gun fire that had continued for approx. 30 minutes. Al Shabaab attackers were eventually forced to withdraw. One civilian was reportedly killed during the clashes.",1,5588,3054
"Somalia","2018-07-04",2018,"Battle-No change of territory","Unidentified Clan Militia (Somalia)","Unidentified Clan Militia (Somalia)","Eastern Africa","Bacda",4.9793,45.5475,"Local Source Project","Other","04 July. Two clan militias (not identified) reportedly clashed at Bacda village (coordinates approx), on the main MSR (approx. 25kms S of Matabaan). Both sides briefly exchange small arms fire which lasted for an hour. Two (2) clan militias were killed and five (5) others were injured in the armed confrontation. Information indicates that the incident is related to clan revenge and an ongoing hostility between the two clans over grazing land dispute.",2,5588,3054
"Somalia","2018-01-28",2018,"Violence against civilians","Military Forces of Somalia (2017-)","Civilians (Somalia)","Eastern Africa","Belet Weyne",4.736,45.2043,"Local Source Project","Local","28th January, AM, Beledweyne, Hiiraan: A Somalia National Army (SNA) soldier shoots and kills a civilian. The motives behind the incident are not known.",1,5588,3054
"Somalia","2018-07-13",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Baidoa",3.1172,43.6469,"Local Source Project","Other","13 July. Al Shabaab members hurled a hand grenade at SNA soldiers near the residence of the Deputy Governor for Bay region at Bulo Jameeco area of Hawlwadag neighbourhood in Baidoa. The explosion injured four people consisting of three SNA soldiers and a civilian. One of the civilian victims later succumbed to his injuries at Baidoa General hospital. The perpetrators managed to escape from the area. There were no reports of arrests. Al Shabaab claimed the responsibility of the attack.",1,5588,3054
"Somalia","2018-06-03",2018,"Violence against civilians","Al Shabaab","Civilians (Somalia)","Eastern Africa","Belet Weyne",4.736,45.2043,"Hiiraan","Subnational","03 June. Al Shabaab ambushed a group of civilians between Qurac Joome and Xudur while travelling to Belet Weyne. Six dead and 11 trucks destroyed.",6,5588,3054
"Somalia","2018-03-12",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Unidentified Armed Group (Somalia)","Eastern Africa","Cadaado",6.1457,46.6271,"Local Source Project","Other","12 March. Two unidentified militia were killed and 20 arrested following a clash with security forces in Cadaado. The reason for the clash is not known.",2,5588,3054
"Somalia","2018-03-09",2018,"Violence against civilians","Al Shabaab","Civilians (Somalia)","Eastern Africa","Kismayo",-0.3603,42.5463,"Local Source Project","Other","09 March. Al Shabaab shot and killed a civilian truck driver on his way to Kismayo at Burjo grazing area, 65 km west of Kismayo town. The victim reportedly transported charcoal which was previously banned by al Shabaab.",1,5588,3054
"Somalia","2018-04-28",2018,"Remote violence","Unidentified Armed Group (Somalia)","Civilians (International)","Eastern Africa","Mogadishu",2.0414,45.3337,"Voice of America","International","28 April. An aid worker with the International Committee of the Red Cross (ICRC) was killed after an explosion caused by a device fitted to his car. Perpetrators not known.",1,5588,3054
"Somalia","2018-06-20",2018,"Violence against civilians","Police Forces of Somalia (2017-)","Civilians (Somalia)","Eastern Africa","Baidoa",3.1172,43.6469,"Local Source Project","Other","20 June. Local police forces in a security patrol shot and killed a man and injured two others in Adaado section of Berdale neighbourhood. The security forces reportedly suspected the man and opened fire at him. No further casualty reported form the incident. The police commissioner reportedly ordered the arrest of the men that perpetrated this crime.",1,5588,3054
"Somalia","2018-05-14",2018,"Battle-No change of territory","Marehan Clan Militia (Somalia)","Saad Clan Militia (Somalia)","Eastern Africa","Galinsoor",6.4264,46.7055,"Local Source Project","Other","14 May. A soldier who hailed from Marehan clan was shot and killed by another soldier hailing from Sa'ad clan in Galinsoor. The perpetrator escaped from the area.",1,5588,3054
"Somalia","2018-01-05",2018,"Violence against civilians","Unidentified Armed Group (Somalia)","Civilians (Somalia)","Eastern Africa","Xamar Weyne",2.0337,45.34,"Local Source Project","Other-local","5th December, Hamer Wayne: Two district officials were shot and killed by unknown gunmen.",2,5588,3054
"Somalia","2018-02-23",2018,"Battle-No change of territory","AMISOM: African Union Mission in Somalia (2007-)","Military Forces of Somalia (2017-) National Intelligence and Security Agency","Eastern Africa","Waaberi",2.0195,45.31,"Local Source Project","Other","23rd February, 2040L, Waaberi: AMISOM forces shoot and kill two NISA officers and two civilians after a NISA officers had stopped AMISOM armoured vehicle on airport road checkpoint close to KM4.",4,5588,3054
"Somalia","2018-01-03",2018,"Violence against civilians","Al Shabaab","Civilians (Somalia)","Eastern Africa","Kurtunwaarey",1.6104,44.3329,"Local Source Project","Other-local","3rd January, AM, Kurtunwaarey, Lower Shabelle: Al Shabaab execute five men accused of working with Somali, Kenyan and Ethiopian governments.",5,5588,3054
"Somalia","2018-05-29",2018,"Remote violence","Islamic State (Somalia)","Civilians (Somalia)","Eastern Africa","Mogadishu",2.0414,45.3337,"Telegram","International","29 May. Islamic State claims responsibility for an IED explosion in the 'Bar Oba' section of the city. Six Somali intelligence personnel died in the explosion.",6,5588,3054
"Somalia","2018-02-12",2018,"Violence against civilians","Military Forces of Somalia (2017-)","Civilians (Somalia)","Eastern Africa","Xamar Weyne",2.0337,45.34,"Local Source Project","Other","SNAF soldiers shot Director of Relations for Ministry of Sports Abdullahi Hirey at checkpoint, reasons not known.",1,5588,3054
"Somalia","2018-01-11",2018,"Battle-No change of territory","Hawadle Clan Militia (Somalia)","Al Shabaab","Eastern Africa","Buundo Weyne",3.2284,45.581,"Local Source Project","Other-local","Al Shabaab fighters shot and killed a custodial soldier hailing from Hawadle clan at Buundaweyne village located south of Beletweyne town. The motive of the incident was not clear. There were no reports of arrests.",1,5588,3054
"Somalia","2018-04-04",2018,"Battle-No change of territory","Habar Jeclo Clan Militia (Somalia)","Habar Yoonis Clan Militia (Somalia)","Eastern Africa","Fadhi Gaab",9.6667,47.0144,"Local Source Project","Other","04 April. Habar Jeclo and Habar Yonis clans clashed at Fadhi Gaab. Four people were killed and nine others were injured.",4,5588,3054
"Somalia","2018-05-18",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Shibis",2.0476,45.35,"Shabelle Media Network","Subnational","18 May. Al Shabaab assassinated two soldiers at two different locations in the nighttime hours. The first attack occurred in Shibis Districts, while the second occurred at an unknown location near Bar-Ubah junction.",1,5588,3054
"Somalia","2018-02-11",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Yaaqshiid",2.0678,45.35,"Local Source Project","Other","Suspected al Shabaab gunmen assassinate unidentified Somali security officer. Assailants escaped.",1,5588,3054
"Somalia","2018-03-03",2018,"Remote violence","Military Forces of Puntland (1998-)","Al Shabaab","Eastern Africa","Bossaso",11.2837,49.1806,"Local Source Project","Other","03 March, c. 1900 hrs. Puntland forces conducted airstrikes against al Shabaab in Balikhadar, Majiyahan, Macag and Madashon. Six al Shabaab fighters were killed in the Majiyahan area.",6,5588,3054
"Somalia","2018-06-21",2018,"Violence against civilians","Al Shabaab","Civilians (Somalia)","Eastern Africa","Hoosingo",-0.1772,41.277,"Local Source Project","Other","21 June. Information indicates that suspected al Shabaab fighters ambushed a civilian Toyota transporting (Khad/Mira) from Hagardera Kenya to Hoosingo village at approx. 09km west of the village and (c.75kms SE of Dhobley town). The driver of the vehicle was reportedly killed in the attack while the second driver managed to escape the vehicle with the goods from the incident location.",1,5588,3054
"Somalia","2018-02-07",2018,"Remote violence","Military Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Afgooye",2.15,45.116,"Local Source Project","Other-local","07th February, PM, IVO Afgooye, Lower Shabelle: A roadside IED strike on security forces vehicle results in two SNA killed outside of Afgooye.",2,5588,3054
"Somalia","2018-06-04",2018,"Battle-No change of territory","Military Forces of Jubaland (2013-)","Al Shabaab","Eastern Africa","Kolbiyow",-1.1369,41.2174,"Radio Kulmiye","Subnational","04 June. Jubaland forces engage al Shabaab in Kulbiyow. Jubaland forces claim six al Shabaab dead.",6,5588,3054
"Somalia","2018-06-30",2018,"Violence against civilians","Al Shabaab","Civilians (Somalia)","Eastern Africa","Dharkenley",2.0095,45.25,"Somali Memo","Subnational","30 June. An election elder, Ibrahim Ali Hassan, is assassinated in Dharkenley. Al Shabaab claimed responsibility.",1,5588,3054
"Somalia","2018-06-27",2018,"Battle-No change of territory","Police Forces of Somalia (2017-)","Unidentified Armed Group (Somalia)","Eastern Africa","Bondhere",2.0456,45.34,"Local Source Project","Other","27 June. Reports indicate that an unidentified gunman armed with a pistol reportedly shot and killed a Police Officer while on duty at the Siinaay junction road vicinity, in Bondheere District. The perpetrators seized an AK 47 belonging to the victim and managed to flee the scene. District Police visited the scene and conducted security operations to no avail.",1,5588,3054
"Somalia","2018-07-02",2018,"Violence against civilians","Al Shabaab","Civilians (Somalia)","Eastern Africa","Gamboole",3.0758,45.182,"Local Source Project","Other","02 July. Al Shabaab reportedly shot and killed a famous clan elder in public square in the centre of Gamboole. Reliable sources stated that the victim was part of the electoral delegates who participated in MPs elections in Hirshabelle state in 2016.",1,5588,3054
"Somalia","2018-02-19",2018,"Remote violence","Al Shabaab","Civilians (Somalia)","Eastern Africa","Baraawe",1.1132,44.0297,"Local Source Project","Other","IED detonates near civilians between Bundabaq - Embresso, near Baraawe. At least two killed.",2,5588,3054
"Somalia","2018-05-23",2018,"Violence against civilians","Islamic State (Somalia)","Civilians (Somalia)","Eastern Africa","Ceelasha Biyaha",1.9233,45.1023,"Local Source Project","Other","23 May. Unidentified armed men shot and killed an unidentified male at Elasha Biyaha settlement in Afgoye district. Pro-ISIS group claimed responsibility of the assassination.",1,5588,3054
"Somalia","2018-01-18",2018,"Remote violence","Military Forces of the United States","Al Shabaab","Eastern Africa","Kismayo",-0.3603,42.5463,"Agence France Presse","International","US forces conduct an air strike against al Shabaab forces 50 kilometres (30 miles) northwest of the port city of Kismayo on 18/01. Four reported deaths.",4,5588,3054
"Somalia","2018-07-03",2018,"Violence against civilians","Al Shabaab","Civilians (Somalia)","Eastern Africa","Gamboole",3.0758,45.182,"Garowe Online","Subnational","03 July. Al Shabaab publically executed a 93 year old elder over this participation in an election.",1,5588,3054
"Somalia","2018-03-29",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Military Forces of Somalia (2017-)","Eastern Africa","Jowhar",2.7809,45.4968,"Local Source Project","Other-International","29 March. Infighting among security forces results in one dead. The motive for the clash is not known.",1,5588,3054
"Somalia","2018-02-14",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Unidentified Armed Group (Somalia)","Eastern Africa","Hawl Wadaag",2.048,45.32,"Local Source Project","Local","14/02, PM, Hawl Wadaag: Unknown gunmen have shot and killed and SNA soldier.",1,5588,3054
"Somalia","2018-04-01",2018,"Battle-No change of territory","AMISOM: African Union Mission in Somalia (2007-)","Al Shabaab","Eastern Africa","Qoryooley",1.7859,44.5313,"Local Source Project","Other","01 April. Al Shabaab attacks an AMISOM base in Qoryooley, 6 al Shabaab attackers reported dead.",6,5588,3054
"Somalia","2018-03-10",2018,"Remote violence","Military Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Ceelasha Biyaha",1.9233,45.1023,"Somali Dhacdo; Local Source Project","Other-subnational","10 March. Six government soldiers are dead following an IED blast in the K13 area. A second source claims 8 dead.",6,5588,3054
"Somalia","2018-03-20",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Dharkenley",2.0095,45.25,"Local Source Project","Other","20 March. Al Shabaab shot and killed a soldier in Dharkenley.",1,5588,3054
"Somalia","2018-07-08",2018,"Violence against civilians","Al Shabaab","Civilians (Somalia)","Eastern Africa","Hawl Wadaag",2.048,45.32,"Local Source Project","Other","08 July. Al Shabaab elements, using pistols shot and killed a businessman in his shop located near Dhagaxtuur School at Dabka Junction Road in Howlwadag district. The district police attended to the scene of the incident and arrested several suspects. Reliable sources stated that the victim was part of the delegates of the electoral process in electing MPs in South West state.",1,5588,3054
"Somalia","2018-05-24",2018,"Violence against civilians","Al Shabaab","Civilians (Somalia)","Eastern Africa","Dharkenley",2.0095,45.25,"Local Source Project","Other","24 May. Al Shabaab shot and killed a municipal tax collector at El- Dhere market in Dharkenley District. The assailant managed to escape. Police officers responded and conducted search operations but there were no reports of arrest.",1,5588,3054
"Somalia","2018-06-15",2018,"Remote violence","Military Forces of Somalia (2017-)","Islamic State (Somalia)","Eastern Africa","Daynile",2.0581,45.3003,"Telegram","International","15 June. The Islamic State claims responsibility for an IED attack in Daynile district that killed four soldiers. A second IED attack in the district on the same day may be unrelated.",4,5588,3054
"Somalia","2018-05-14",2018,"Violence against civilians","Islamic State (Somalia)","Civilians (Somalia)","Eastern Africa","Bakaara Market",2.0494,45.3199,"Local Source Project","Other","14 May. ISIS elements shot and killed a young male at Abdalla Shideye vicinity of Bakaro Market in Howlwadag district. The perpetrators made a recorded of the dead body after which they escaped from the scene. The district police attended to the scene but there were no reports of arrests. Pro-ISIS group claimed responsibility for the attack.",1,5588,3054
"Somalia","2018-03-21",2018,"Violence against civilians","Al Shabaab","Civilians (Somalia)","Eastern Africa","Heliwa",2.0844,45.39,"Local Source Project","Other","21 March. Al Shabaab assassinated a tax collector in Heliwa market.",1,5588,3054
"Somalia","2018-04-10",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Military Forces of Somalia (2017-)","Eastern Africa","Daynile",2.0581,45.3003,"Local Source Project","Other","10 April. Two SNAF soldiers assassinate two others in Daynile. This clash is distinct from a similar one in Wadajir. Assailants fled with confiscated weaponry. Motives unknown.",2,5588,3054
"Somalia","2018-01-16",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Mooda Mooda",3.007,43.8494,"Local Source Project","Other-local","Al Shabaab fighters shot at a vehicle transporting khat near Moodi Moodi village (c. 30 km north east of Buurhakaba district). Two SNA soldiers, who were escorting the vehicle, were killed in the attack. The victims and the vehicle arrived at Buurkahaba district.",2,5588,3054
"Somalia","2018-03-11",2018,"Remote violence","AMISOM: African Union Mission in Somalia (2007-)","Al Shabaab","Eastern Africa","Baidoa",3.1172,43.6469,"Local Source Project","Other","11 March. An IED strike destroying an AMISOM vehicle between Baidoa and Burhakaba results in one AMISOM soldier dead and one wounded.",1,5588,3054
"Somalia","2018-01-27",2018,"Violence against civilians","Military Forces of Somalia (2017-)","Civilians (Somalia)","Eastern Africa","Belet Weyne",4.736,45.2043,"Shabelle Media Network","Subnational","A government soldier shot and killed a civilian in Belet Weyne on 27/01.",1,5588,3054
"Somalia","2018-06-08",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Islamic State (Somalia)","Eastern Africa","Bakaara Market",2.0494,45.3199,"Local Source Project","Other","08 June. Islamic State assassinates a government soldier in Bakaara Market. IS later claimed responsibility.",1,5588,3054
"Somalia","2018-05-29",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Wanla Weyne",2.6195,44.8936,"Local Source Project","Other","29 May. A grenade was hurled at an SNA checkpoint located at the entrance of Wanlaweyne district. Soldiers reacted with gunfire towards suspected directions of the attack. One SNA soldier was killed and three others were injured. The assailants managed to escape. Al Shabaab claimed responsibility for the attack.",1,5588,3054
"Somalia","2018-03-21",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Shaatilow",3.9051,42.4241,"Local Source Project","Other","21 March. SNA forces attacked an al Shabaab base located at Shangulow (Shaatilow) village. Four al Shabaab fighters killed and several others injured reportedly. The troops returned to Baardheere town.",4,5588,3054
"Somalia","2018-06-02",2018,"Battle-No change of territory","Military Forces of Somalia (2017-)","Al Shabaab","Eastern Africa","Bakaara Market",2.0494,45.3199,"Local Source Project","Other","02 June. Suspected al Shabaab militants attacked SNA soldiers while on security patrol near Baidoa Bus Station at Bakara market neighbourhood in Howlwadag district. There was an exchange of gunfire which lasted for about 10 minutes. Two SNA soldiers and a civilian bystander were killed and two other civilians were injured. Casualties from suspected al Shabaab militants could not be ascertained. The perpetrators managed to escape.",3,5588,3054
"Somalia","2018-03-19",2018,"Remote violence","Military Forces of the United States","Al Shabaab","Eastern Africa","Mubaarak",1.9167,44.7733,"Associated Press","International","19 March. A US airstrike against al Shabaab in Mubaarak. Two reported dead, three injured.",2,5588,3054
"Somalia","2018-01-23",2018,"Remote violence","Al Shabaab","Government of Somalia (2017-)","Eastern Africa","Daynile",2.0581,45.3003,"Local Source Project","Other-local","IED targets convoy of Abdi Hassan Biya Qute, former Mayor of Ceel Buur. Possibly five soldiers killed.",5,5588,3054
